"","ID","DD_Trial","DD_Today","DD_Later","DD_Time","DD_Choice","DD_rt","DD_TrialStart","DD_TrialEnd"
"1","101",1,21.81,32.71,3,"Later",2.19,0.084,4.044
"2","101",2,8,8.4,1,"Now",1.599,6.786,10.161
"3","101",3,19.81,24.77,3,"Later",2.603,12.352,16.73
"4","101",4,15.86,23.79,2,"Later",1.96,18.803,22.53
"5","101",5,24.64,28.34,2,"Later",1.26,23.734,26.759
"6","101",6,16.98,21.23,6,"Later",3.084,28.046,32.892
"7","101",7,14.75,16.96,1,"Later",2.504,34.331,38.609
"8","101",8,19.41,29.11,6,"Later",1.33,41.585,44.676
"9","101",9,28.59,32.88,5,"Now",1.684,45.847,49.306
"10","101",10,24.7,37.05,5,"Later",0.729,50.41,52.899
"11","101",11,11.98,16.17,2,"Later",0.305,54.154,56.225
"12","101",12,18.84,19.78,4,"Now",0.44,58.467,60.672
"13","101",13,24.43,26.87,6,"Now",0.623,64.3,66.689
"14","101",14,10.76,12.38,6,"Now",0.4,68.211,70.399
"15","101",15,17.43,19.17,5,"Now",2.738,72.857,77.369
"16","101",16,14.73,16.94,4,"Later",0.748,80.279,82.801
"17","101",17,18.69,19.63,5,"Now",1.007,86.396,89.169
"18","101",18,22.65,30.58,6,"Later",1.672,90.307,93.766
"19","101",19,23.88,32.24,4,"Later",0.614,95.037,97.426
"20","101",20,15.87,23.8,4,"Later",0.526,99.35,101.638
"21","101",21,20.5,30.74,1,"Later",0.119,103.06,104.948
"22","101",22,20.33,25.42,5,"Later",1.49,107.657,110.915
"23","101",23,13,17.55,5,"Later",0.908,113.055,115.729
"24","101",24,17.86,18.76,2,"Now",1.115,117,119.89
"25","101",25,22.02,23.12,3,"Now",0.045,122.014,123.835
"26","101",26,12.93,13.57,6,"Now",0.568,125.875,128.214
"27","101",27,18.32,24.73,1,"Later",0.954,131.625,134.348
"28","101",28,22.1,24.31,2,"Later",1.308,136.806,139.881
"29","101",29,25,27.5,4,"Later",2.347,141.52,145.63
"30","101",30,17.67,23.86,3,"Later",0.102,147.637,149.508
"31","101",31,21.87,27.34,2,"Later",0.102,150.997,152.867
"32","101",32,29.18,32.1,3,"Now",0.193,155.978,157.932
"33","101",33,24.06,30.08,1,"Later",0.195,159.12,161.074
"34","101",34,24.22,26.64,1,"Later",0.632,163.499,165.905
"35","101",35,20.9,26.12,4,"Later",0.438,168.781,170.986
"36","101",36,19.68,22.63,3,"Now",1.564,174.831,178.156
"37","101",37,17.33,23.4,2,"Later",3.288,180.531,185.594
"38","101",38,23.84,27.41,1,"Later",3.064,188.387,193.215
"39","101",39,26.71,29.38,4,"Now",2.799,196.643,201.205
"40","101",40,27.37,28.74,1,"Later",0.994,203.496,206.253
"41","101",41,23.74,26.11,1,"Later",2.579,208.544,212.888
"42","101",42,16.02,16.82,2,"Later",0.521,214.01,216.298
"43","101",43,17.14,25.71,2,"Later",0.49,218.489,220.744
"44","101",44,14.16,16.28,2,"Later",2.172,222.935,226.878
"45","101",45,25.72,28.29,5,"Later",1.964,229.103,232.828
"46","101",46,14.36,17.94,4,"Later",1.395,235.12,238.278
"47","101",47,26.92,30.95,3,"Later",0.405,242.006,244.178
"48","101",48,14.87,18.59,2,"Later",0.335,246.068,248.172
"49","101",49,15.09,18.87,5,"Later",0.126,249.661,251.549
"50","101",50,22.48,23.6,3,"Later",0.283,253.455,255.509
"51","101",51,10.77,12.38,5,"Later",0.26,256.614,258.636
"52","101",52,12.65,15.82,3,"Later",1.103,259.924,262.797
"53","101",53,24.83,28.56,4,"Later",0.055,266.476,268.297
"54","101",54,22.92,30.94,5,"Later",0.115,269.367,271.255
"55","101",55,24,32.39,3,"Later",0.148,274.783,276.704
"56","101",56,18.4,23,6,"Later",1.696,278.443,281.902
"57","101",57,27.03,28.38,6,"Later",1.049,283.09,285.914
"58","101",58,20.77,28.04,6,"Later",1.804,287.519,291.095
"59","101",59,24.19,32.66,4,"Later",0.205,293.469,295.44
"60","101",60,19.2,21.12,6,"Later",0.253,298.918,300.94
"61","101",61,28.02,42.02,6,"Later",0.45,303.097,305.319
"62","101",62,20.85,21.89,4,"Later",2.253,309.198,313.225
"63","101",63,27.11,40.67,4,"Later",1.067,314.864,317.704
"64","101",64,18.7,28.04,1,"Later",0.84,319.794,322.401
"65","101",65,17.56,21.95,1,"Later",1.148,323.839,326.746
"66","101",66,16.78,19.3,6,"Later",0.233,328.77,330.775
"67","101",67,19.34,21.27,3,"Later",0.362,331.912,334.05
"68","101",68,12.75,13.38,5,"Later",0.858,337.913,340.536
"69","101",69,25.02,33.77,1,"Later",2.08,342.275,346.118
"70","101",70,21.62,32.43,3,"Later",1.178,349.512,352.453
"71","101",71,17.2,18.92,2,"Later",1.053,355.062,357.885
"72","101",72,23.97,35.95,5,"Later",0.742,361.045,363.551
"73","103",1,17.76,20.42,1,NA,NA,0.048,6.33
"74","103",2,27.62,31.77,4,"Now",1.017,7.719,10.51
"75","103",3,25.66,26.94,4,"Now",1.571,13.536,16.878
"76","103",4,22.59,23.72,1,"Later",0.687,20.556,23.012
"77","103",5,16.94,21.17,2,"Later",1.033,25.537,28.344
"78","103",6,16.96,19.51,2,"Later",1.614,29.565,32.939
"79","103",7,16.47,22.23,5,"Now",1.641,36.602,40.01
"80","103",8,22.46,28.08,5,"Later",2.02,42.134,45.927
"81","103",9,19.01,20.91,2,"Now",1.355,48.903,52.028
"82","103",10,20.23,27.3,6,"Later",1.014,53.149,55.939
"83","103",11,27,29.7,6,"Now",0.878,59.517,62.157
"84","103",12,16.26,20.32,1,"Later",0.592,64.147,66.502
"85","103",13,26.68,36.01,3,"Later",1.064,69.579,72.419
"86","103",14,20.33,23.38,6,"Now",1.185,74.777,77.734
"87","103",15,12.28,16.58,2,"Later",0.651,79.056,81.478
"88","103",16,17.9,24.17,4,"Later",0.578,83.753,86.091
"89","103",17,19.27,24.09,6,"Now",1.048,88.483,91.29
"90","103",18,18.26,20.09,4,"Now",1.022,92.461,95.268
"91","103",19,26.23,27.54,2,"Later",0.974,98.06,100.799
"92","103",20,26.46,33.08,4,"Later",0.763,102.823,105.363
"93","103",21,27.46,28.83,5,"Now",1.006,107.62,110.394
"94","103",22,22.25,25.59,5,"Now",1.274,112.401,115.442
"95","103",23,23.37,24.53,3,"Now",0.859,118.167,120.789
"96","103",24,24.39,36.59,1,"Later",0.858,122.129,124.751
"97","103",25,21.28,28.72,1,"Later",0.78,126.942,129.498
"98","103",26,19.78,20.77,6,"Now",1.027,131.104,133.894
"99","103",27,15.8,17.38,1,"Later",0.535,136.252,138.558
"100","103",28,20.07,25.09,3,"Later",2.003,139.879,143.655
"101","103",29,17.77,26.66,2,"Later",0.828,144.743,147.333
"102","103",30,24.69,37.03,3,"Later",0.827,148.52,151.11
"103","103",31,3.7,5.54,4,"Now",1.626,152.465,155.857
"104","103",32,23.71,35.56,5,"Later",1.131,158.231,161.122
"105","103",33,15.51,17.07,3,"Now",0.66,164.566,166.989
"106","103",34,20,22.01,5,"Now",0.55,170.149,172.47
"107","103",35,23.03,26.48,3,"Later",1.529,175.681,178.973
"108","103",36,17.53,26.29,6,"Later",3.448,180.762,185.976
"109","103",37,17.63,20.28,1,"Later",1.074,214.425,217.264
"110","103",38,12.88,17.38,4,"Now",1.915,218.319,221.995
"111","103",39,23.42,29.28,5,"Later",2.946,226.024,230.737
"112","103",40,10.46,10.98,5,"Now",0.755,233.679,236.202
"113","103",41,15.22,22.83,4,"Later",1.095,239.011,241.868
"114","103",42,12.48,18.72,6,"Later",2.478,242.989,247.234
"115","103",43,19.26,26.01,5,"Later",1.015,250.828,253.618
"116","103",44,16.25,17.06,6,"Now",1.222,254.773,257.763
"117","103",45,18.65,20.51,2,"Now",2.036,258.935,262.744
"118","103",46,24.28,36.41,2,"Later",0.911,266.172,268.845
"119","103",47,22.28,33.42,3,"Later",0.927,270.083,272.773
"120","103",48,26.07,39.11,1,"Later",0.739,274.496,277.002
"121","103",49,29.95,31.44,2,"Now",1.505,278.658,281.933
"122","103",50,13.66,14.34,4,"Now",0.536,283.923,286.228
"123","103",51,7.18,7.9,1,"Now",0.971,287.399,290.139
"124","103",52,24.98,31.23,1,"Later",1.04,291.411,294.217
"125","103",53,24.58,33.18,2,"Later",0.403,297.695,299.867
"126","103",54,11.33,12.46,6,"Now",0.751,303.027,305.55
"127","103",55,19.37,20.34,3,"Now",1.611,308.743,312.119
"128","103",56,7.46,8.58,2,"Now",0.777,314.593,317.133
"129","103",57,25.05,31.31,3,"Later",1.303,319.14,322.214
"130","103",58,23.89,26.28,3,"Now",1.55,325.892,329.216
"131","103",59,20.25,27.34,1,"Later",1.053,332.11,334.933
"132","103",60,12.73,15.91,6,"Now",0.536,335.971,338.276
"133","103",61,29.82,34.29,4,"Later",0.835,339.447,342.053
"134","103",62,16.85,22.75,3,"Later",0.577,343.626,345.964
"135","103",63,21.93,32.89,5,"Later",1.808,347.754,351.329
"136","103",64,25.16,27.67,5,"Now",0.927,354.156,356.846
"137","103",65,14.27,17.84,2,"Later",0.385,358.953,361.108
"138","103",66,34.75,39.96,5,"Now",0.944,362.179,364.885
"139","103",67,22.35,23.46,1,"Later",1.433,366.825,370.033
"140","103",68,15.6,17.16,4,"Now",1.259,372.575,375.599
"141","103",69,20.35,25.44,4,"Later",1.118,378.726,381.616
"142","103",70,23.91,32.28,6,"Later",1.653,383.774,387.199
"143","103",71,19.11,21.98,6,"Now",2.074,389.273,393.116
"144","103",72,23,26.45,3,"Now",2.019,394.671,398.464
"145","104",1,28.97,36.21,5,NA,NA,0.063,6.347
"146","104",2,22.43,23.55,2,"Now",1.079,8.738,11.595
"147","104",3,9.96,13.45,5,"Now",0.743,14.219,16.725
"148","104",4,18.95,21.79,1,"Later",0.579,17.863,20.219
"149","104",5,25.15,28.92,5,"Now",0.476,22.159,24.397
"150","104",6,6.93,10.39,5,"Later",0.501,25.886,28.158
"151","104",7,26.77,28.1,4,"Now",0.263,30.516,32.554
"152","104",8,13.48,16.85,4,"Now",0.638,33.892,36.298
"153","104",9,19.7,20.68,1,"Now",0.049,37.937,39.757
"154","104",10,12.5,13.75,1,"Later",0.714,41.297,43.786
"155","104",11,26.27,35.46,6,"Later",0.672,45.826,48.265
"156","104",12,19.02,20.93,4,"Now",0.433,50.69,52.895
"157","104",13,16.42,18.06,3,"Later",0.545,55.922,58.227
"158","104",14,8.35,10.44,3,"Later",0.346,61.705,63.843
"159","104",15,16.74,18.42,2,"Now",0.097,66.051,67.92
"160","104",16,28.98,31.88,6,"Now",0.74,68.959,71.465
"161","104",17,18.57,23.21,6,"Now",0.134,74.525,76.428
"162","104",18,30.64,38.3,2,"Now",0.439,78.051,80.273
"163","104",19,15.52,17.85,2,"Later",0.882,83.233,85.889
"164","104",20,17.35,19.95,3,"Later",0.635,89.2,91.605
"165","104",21,26.13,27.44,6,"Now",0.113,95.05,96.937
"166","104",22,25.41,26.68,5,"Now",0.537,98.058,100.363
"167","104",23,17,22.95,1,"Later",0.214,102.254,104.241
"168","104",24,22.44,30.29,4,"Now",0.534,105.413,107.717
"169","104",25,31.74,36.5,6,"Now",0.024,110.611,112.398
"170","104",26,22.04,33.06,1,"Later",0.34,113.519,115.624
"171","104",27,27.39,41.08,6,"Later",0.259,117.096,119.117
"172","104",28,18.46,24.92,2,"Later",0.342,122.628,124.733
"173","104",29,11.03,13.79,1,"Now",0.04,125.954,127.759
"174","104",30,17.91,26.86,4,"Later",0.567,129.916,132.255
"175","104",31,28.64,31.5,5,"Now",0.472,133.459,135.698
"176","104",32,22.3,25.64,4,"Now",0.303,137.771,139.843
"177","104",33,21.94,32.91,3,"Later",0.21,141.064,143.035
"178","104",34,20.88,31.32,2,"Later",0.557,145.677,148.017
"179","104",35,20.65,21.68,3,"Later",0.784,150.107,152.663
"180","104",36,24.06,32.48,3,"Later",0.579,153.985,156.323
"181","104",37,22.72,34.08,2,"Later",0.364,159.751,161.889
"182","104",38,26.27,28.9,6,"Now",0.677,164.397,166.837
"183","104",39,17.44,26.16,6,"Later",0.161,168.827,170.747
"184","104",40,23.04,31.1,1,"Later",0.178,172.169,174.107
"185","104",41,19.71,22.67,4,"Later",0.112,175.195,177.082
"186","104",42,26.87,29.56,5,"Now",0.417,179.29,181.478
"187","104",43,25.88,27.17,1,"Later",0.472,182.683,184.921
"188","104",44,13.68,15.04,3,"Later",0.327,188.315,190.404
"189","104",45,21.19,28.6,4,"Later",0.338,192.561,194.666
"190","104",46,29.18,33.56,1,"Later",0.125,197.174,199.062
"191","104",47,24.84,27.33,1,"Now",0.503,201.804,204.076
"192","104",48,21.05,22.11,2,"Now",0.141,207.086,208.99
"193","104",49,27.5,41.25,3,"Later",0.099,211.064,212.934
"194","104",50,20.47,22.52,2,"Now",0.099,215.56,217.43
"195","104",51,21.79,27.24,4,"Later",0.31,218.485,220.555
"196","104",52,21,23.1,4,"Now",0.097,222.145,224.016
"197","104",53,22.69,23.82,3,"Now",0.462,225.605,227.827
"198","104",54,21.06,24.21,3,"Now",0.041,229.082,230.886
"199","104",55,14.12,17.65,6,"Now",0.483,232.207,234.462
"200","104",56,22.21,27.77,5,"Later",0.512,238.475,240.746
"201","104",57,19.44,22.35,2,"Now",0.058,243.105,244.926
"202","104",58,22.98,34.47,1,"Later",0.057,248.922,250.742
"203","104",59,22.5,28.13,2,"Later",0.413,252.766,254.954
"204","104",60,23.34,26.85,5,"Now",0.222,257.228,259.215
"205","104",61,25.69,26.97,4,"Now",0.426,262.226,264.414
"206","104",62,32.25,37.09,6,"Now",0.371,265.736,267.874
"207","104",63,23.43,35.14,4,"Later",0.756,270.199,272.721
"208","104",64,17.2,23.22,3,"Now",0.348,276.182,278.304
"209","104",65,22.67,30.61,6,"Later",0.968,281.514,284.255
"210","104",66,27.98,41.96,5,"Later",0.417,287.866,290.053
"211","104",67,19.77,24.72,3,"Now",0.129,292.195,294.082
"212","104",68,18.52,19.45,6,"Later",1.162,296.825,299.748
"213","104",69,27.27,36.81,5,"Later",0.953,302.641,305.364
"214","104",70,23.42,24.59,5,"Now",0.321,308.09,310.178
"215","104",71,21.43,26.78,1,"Later",0.662,312.068,314.49
"216","104",72,18.43,24.88,2,"Later",0.23,315.645,317.649
"217","105",1,18.38,20.22,4,NA,NA,0.08,6.37
"218","105",2,21.49,22.56,3,"Now",1.014,7.604,10.39
"219","105",3,21.48,22.55,4,"Now",1.399,11.709,14.879
"220","105",4,23.57,29.46,3,"Later",0.19,16.013,17.966
"221","105",5,24.94,28.68,3,"Later",0.856,21.603,24.223
"222","105",6,21.46,28.97,4,"Later",0.031,25.94,27.743
"223","105",7,26.55,27.88,6,"Now",3.074,30.579,35.418
"224","105",8,14.08,15.49,2,"Later",3.403,36.769,41.94
"225","105",9,18.79,21.61,4,"Later",0.429,43.711,45.913
"226","105",10,22.31,23.43,1,"Now",1.035,48.266,51.068
"227","105",11,19.71,22.67,5,"Later",2.073,53.771,57.609
"228","105",12,23.38,25.72,1,"Later",0.565,59.895,62.231
"229","105",13,12.36,12.97,5,"Now",1.371,63.265,66.401
"230","105",14,17.18,25.76,2,"Later",0.366,69.222,71.356
"231","105",15,29.17,36.46,5,"Later",0.442,73.793,75.996
"232","105",16,24.34,36.5,5,"Later",0.078,78.782,80.634
"233","105",17,24.01,32.42,3,"Later",0.359,84.221,86.341
"234","105",18,23.05,31.12,6,"Later",0.063,88.877,90.712
"235","105",19,21.98,24.18,3,"Later",0.701,92.664,95.134
"236","105",20,25.96,38.95,6,"Later",0.196,96.184,98.154
"237","105",21,18.97,23.71,1,"Later",0.563,100.273,102.609
"238","105",22,22.37,25.72,6,"Later",0.715,106.145,108.633
"239","105",23,21.31,24.51,1,"Later",0.331,112.37,114.471
"240","105",24,22.4,33.59,4,"Later",0.228,116.423,118.425
"241","105",25,16.32,18.77,2,"Later",0.249,121.796,123.816
"242","105",26,20.17,30.25,1,"Later",0.012,127.352,129.138
"243","105",27,12.55,16.94,1,"Later",0.419,130.89,133.075
"244","105",28,14.57,18.21,4,"Later",0.098,134.393,136.262
"245","105",29,16.6,20.75,2,"Later",0.125,138.415,140.3
"246","105",30,17.6,26.4,3,"Later",0.06,142.553,144.371
"247","105",31,18.84,25.43,2,"Later",0.367,148.109,150.245
"248","105",32,12.95,17.48,5,"Later",0.03,152.631,154.433
"249","105",33,20.91,23,6,"Later",0.084,157.953,159.805
"250","105",34,24.98,27.48,5,"Later",0.457,163.826,166.045
"251","105",35,19.11,23.88,6,"Later",0.291,168.081,170.133
"252","105",36,24.36,25.58,2,"Now",1.692,172.135,175.589
"253","105",37,13.54,14.21,2,"Later",1.757,179.176,182.696
"254","105",38,5.09,7.64,2,"Later",0.247,184.749,186.767
"255","105",39,16.22,17.84,5,"Later",0.272,189.772,191.807
"256","105",40,9.44,11.8,4,"Now",0.18,193.008,194.961
"257","105",41,21.78,27.23,3,"Later",0.08,197.764,199.616
"258","105",42,17.33,19.07,6,"Later",0.102,200.75,202.619
"259","105",43,20.56,25.7,2,"Later",2.842,203.787,208.392
"260","105",44,19.03,25.69,2,"Later",0.043,209.993,211.796
"261","105",45,13.15,16.43,6,"Later",1.212,213.081,216.068
"262","105",46,21.18,28.59,4,"Later",1.16,219.02,221.94
"263","105",47,10.81,11.35,3,"Now",1.141,224.776,227.681
"264","105",48,10.18,13.74,1,"Later",1.439,228.765,231.968
"265","105",49,10.67,16,6,"Later",0.203,233.737,235.705
"266","105",50,23.58,31.83,3,"Later",1.535,236.99,240.294
"267","105",51,23.77,27.34,5,"Later",0.419,242.913,245.098
"268","105",52,22.18,25.51,1,"Later",0.306,247.218,249.288
"269","105",53,27.11,28.47,4,"Now",1.236,251.657,254.66
"270","105",54,21.65,27.07,1,"Later",0.9,257.713,260.383
"271","105",55,18.5,27.75,4,"Later",0.026,262.386,264.186
"272","105",56,16.11,17.73,2,"Later",1.429,265.455,268.658
"273","105",57,16.17,16.97,5,"Now",1.089,271.228,274.081
"274","105",58,29.07,33.43,6,"Later",0.376,276.868,279.002
"275","105",59,17.76,26.64,5,"Later",0.166,282.39,284.326
"276","105",60,28.04,30.84,1,"Later",2.255,285.861,289.882
"277","105",61,8.29,12.43,3,"Later",1.153,292.235,295.154
"278","105",62,16.72,18.39,3,"Later",0.278,297.974,300.027
"279","105",63,21.35,32.02,1,"Later",0.487,301.861,304.113
"280","105",64,20.74,25.93,5,"Later",0.453,306.583,308.803
"281","105",65,26.47,27.79,1,"Later",0.745,310.004,312.506
"282","105",66,22.9,30.91,6,"Later",0.263,314.292,316.328
"283","105",67,21.61,24.85,3,"Later",0.005,318.647,320.415
"284","105",68,11.98,13.18,4,"Later",0.221,324.119,326.105
"285","105",69,23.86,32.21,5,"Later",0.302,327.573,329.642
"286","105",70,18.81,21.63,2,"Later",0.71,331.495,333.964
"287","105",71,15.63,16.41,6,"Later",0.332,337.568,339.67
"288","105",72,18.33,21.08,4,"Later",0.882,341.306,343.958
"289","106",1,17.44,23.54,2,"Now",0.985,0.072,2.829
"290","106",2,9.56,10.52,6,"Now",1.48,4.752,8.01
"291","106",3,11.21,11.77,4,"Now",0.901,11.989,14.661
"292","106",4,24.14,32.59,5,"Now",0.942,15.716,18.423
"293","106",5,20.52,25.65,5,"Now",0.22,20.463,22.451
"294","106",6,7.51,9.38,3,"Now",0.166,23.773,25.71
"295","106",7,22.68,28.35,4,"Now",0.579,29.088,31.426
"296","106",8,19.25,25.99,4,"Now",1.529,34.002,37.292
"297","106",9,15.81,16.6,3,"Now",0.889,38.849,41.505
"298","106",10,24.86,37.29,4,"Later",1.814,44.933,48.509
"299","106",11,20.34,25.43,6,"Now",0.589,49.997,52.353
"300","106",12,16.59,19.08,5,"Now",0.142,54.093,55.997
"301","106",13,22.29,24.52,5,"Now",0.114,59.24,61.128
"302","106",14,22.18,33.26,5,NA,NA,64.522,70.806
"303","106",15,15.97,18.36,3,"Now",0.354,72.144,74.266
"304","106",16,24.48,26.93,4,"Now",0.123,76.623,78.511
"305","106",17,16.36,22.09,1,"Later",0.383,81.955,84.11
"306","106",18,18.99,28.49,6,"Now",0.598,86.652,89.04
"307","106",19,21.42,24.64,1,"Now",0.193,92.218,94.172
"308","106",20,25.05,37.58,3,"Later",0.068,95.51,97.348
"309","106",21,21.6,23.76,3,"Now",0.298,101.177,103.248
"310","106",22,22.61,26,4,"Now",0.701,105.79,108.261
"311","106",23,21.31,23.44,1,"Now",0.037,110.085,111.888
"312","106",24,22.29,33.44,2,"Later",0.325,115.885,117.973
"313","106",25,14.66,18.32,2,"Now",0.643,119.679,122.085
"314","106",26,28.35,32.6,2,"Now",0.982,125.228,127.985
"315","106",27,18.9,19.84,5,"Now",0.255,130.644,132.665
"316","106",28,24.7,25.94,6,"Now",0.08,135.859,137.712
"317","106",29,11.72,12.31,2,"Now",0.267,141.609,143.647
"318","106",30,13.97,20.96,1,"Later",0.849,145.754,148.377
"319","106",31,31.33,42.29,3,"Now",0.247,151.42,153.44
"320","106",32,19.31,20.28,1,"Now",0.911,155.531,158.205
"321","106",33,22.43,25.8,6,"Now",1.046,159.326,162.149
"322","106",34,22.35,24.59,2,"Now",1.038,163.604,166.411
"323","106",35,13.66,18.44,6,"Now",0.765,169.622,172.161
"324","106",36,27.86,34.83,1,"Later",1.009,176.073,178.847
"325","106",37,18.67,28,4,"Now",4.113,183.946,189.828
"326","106",38,21.7,32.54,6,"Now",1.753,192.169,195.695
"327","106",39,17.56,21.95,6,"Now",0.553,197.05,199.372
"328","106",40,16.04,18.45,4,"Now",0.108,201.462,203.333
"329","106",41,18.5,21.27,2,"Now",1.12,205.674,208.565
"330","106",42,16.34,18.79,1,"Later",0.908,209.703,212.375
"331","106",43,25.44,29.25,5,"Now",0.442,214.065,216.269
"332","106",44,30.41,45.62,5,"Now",0.396,219.263,221.435
"333","106",45,12.92,14.21,2,"Now",1.416,223.091,226.281
"334","106",46,27.89,41.83,2,"Later",0.893,228.606,231.262
"335","106",47,26.07,27.38,3,"Now",0.219,233.871,235.859
"336","106",48,17.28,19.01,3,"Now",0.031,237.532,239.335
"337","106",49,12.67,17.1,5,"Now",0.333,241.142,243.247
"338","106",50,18.77,21.58,3,"Now",0.605,244.886,247.258
"339","106",51,13.2,16.5,4,"Now",0.515,248.296,250.584
"340","106",52,20.55,25.69,1,"Later",0.946,253.561,256.268
"341","106",53,20.22,22.25,5,"Now",0.037,259.093,260.897
"342","106",54,25.16,33.96,6,"Now",0.791,262.62,265.176
"343","106",55,18.14,19.05,2,"Now",0.527,267.3,269.589
"344","106",56,16.74,20.93,5,"Now",0.528,272.715,275.004
"345","106",57,23.19,25.51,6,"Now",1.171,276.56,279.5
"346","106",58,21.58,26.97,3,"Now",0.647,283.011,285.434
"347","106",59,19.77,26.7,2,"Now",0.233,286.922,288.927
"348","106",60,16.75,17.59,4,"Now",0.185,291.987,293.941
"349","106",61,20.74,25.93,2,"Now",0.398,295.781,297.953
"350","106",62,21.04,24.2,6,"Now",0.463,301.765,303.986
"351","106",63,24.26,36.39,1,"Now",0.555,305.76,308.082
"352","106",64,21.11,23.22,1,"Now",1.124,311.559,314.449
"353","106",65,14.1,14.81,1,"Now",1.257,315.905,318.929
"354","106",66,14.55,15.28,5,"Now",0.685,321.07,323.525
"355","106",67,22.68,34.01,3,"Later",1.863,324.78,328.406
"356","106",68,20.31,27.41,1,"Later",1.981,330.045,333.805
"357","106",69,20.5,27.68,3,"Now",0.38,335.143,337.315
"358","106",70,23.77,32.09,4,"Now",0.444,338.687,340.892
"359","106",71,25.05,26.3,6,"Now",0.233,344.186,346.19
"360","106",72,22.19,24.41,4,"Now",0.175,347.963,349.901
"361","107",1,22.09,29.81,2,"Now",0.675,0.046,2.502
"362","107",2,19.82,21.8,1,"Now",0.417,4.943,7.131
"363","107",3,25.11,37.66,3,"Later",1.615,9.924,13.315
"364","107",4,18.08,18.99,2,"Now",0.798,15.74,18.313
"365","107",5,15.2,16.72,2,"Now",0.789,20.821,23.378
"366","107",6,15.08,16.59,3,"Now",1.574,26.437,29.778
"367","107",7,24.73,33.38,4,"Now",2.315,32.12,36.197
"368","107",8,19.88,20.87,6,"Now",0.902,37.469,40.141
"369","107",9,20.19,27.26,1,"Now",1.659,41.279,44.705
"370","107",10,13.92,18.79,3,"Now",0.824,47.715,50.304
"371","107",11,12.23,14.06,4,"Now",0.221,54.333,56.321
"372","107",12,12.41,15.52,1,"Now",0.629,59.197,61.586
"373","107",13,17.35,21.69,4,"Now",1.879,63.459,67.102
"374","107",14,16.22,18.65,6,"Now",1.326,69.861,72.968
"375","107",15,15.27,19.09,6,"Now",0.998,74.156,76.93
"376","107",16,12.98,14.92,2,"Now",0.668,79.639,82.078
"377","107",17,17.47,26.2,1,"Later",2.882,85.305,89.95
"378","107",18,22.71,24.98,4,"Now",0.281,93.361,95.433
"379","107",19,17.22,19.81,5,"Now",0.272,97.891,99.928
"380","107",20,18.18,22.73,5,"Now",1.161,101.434,104.358
"381","107",21,28.65,32.94,1,"Now",0.518,107.853,110.141
"382","107",22,19.9,24.87,2,"Now",1.561,111.713,115.037
"383","107",23,25.09,26.34,5,"Now",0.571,117.496,119.835
"384","107",24,18.41,19.33,4,"Now",0.263,120.94,122.978
"385","107",25,34.18,39.3,3,"Now",0.292,124.366,126.42
"386","107",26,25.96,32.45,3,"Now",0.627,130.417,132.805
"387","107",27,21.12,23.23,5,"Now",0.149,133.91,135.831
"388","107",28,24.89,37.34,6,"Now",0.909,137.453,140.126
"389","107",29,20.34,30.51,2,"Now",0.309,142.885,144.957
"390","107",30,22.04,29.75,6,"Now",0.999,146.395,149.169
"391","107",31,15.35,16.89,6,"Now",0.256,150.29,152.328
"392","107",32,22.17,33.26,4,"Now",0.481,156.09,158.345
"393","107",33,13.76,18.57,5,"Now",2.233,160.569,164.562
"394","107",34,25.63,38.44,5,"Now",0.264,167.539,169.577
"395","107",35,21.91,23.01,3,"Now",0.88,171.082,173.739
"396","107",36,18.89,19.83,1,"Now",1.219,176.247,179.237
"397","107",37,21.32,22.39,5,"Now",1.038,182.565,185.372
"398","107",38,19.75,21.73,4,"Now",0.528,188.866,191.155
"399","107",39,23.09,28.86,5,"Now",0.907,192.36,195.032
"400","107",40,22.79,23.93,6,"Now",0.632,198.427,200.832
"401","107",41,21.75,23.93,3,"Now",0.044,203.575,205.379
"402","107",42,21.3,28.76,2,"Now",0.559,208.923,211.245
"403","107",43,24.94,26.19,4,"Now",0.771,212.383,214.923
"404","107",44,16.88,22.79,5,"Now",1.137,216.562,219.485
"405","107",45,16.03,18.44,1,"Now",0.803,220.991,223.564
"406","107",46,12.78,17.26,6,"Now",0.633,225.537,227.943
"407","107",47,18.13,27.19,4,"Now",0.185,230.769,232.724
"408","107",48,13.89,14.58,2,"Now",0.513,234.914,237.186
"409","107",49,16.23,17.86,6,"Now",0.083,239.344,241.197
"410","107",50,29.31,36.64,3,"Now",0.956,242.887,245.61
"411","107",51,23.13,26.6,5,"Now",0.819,248.687,251.276
"412","107",52,25.17,37.75,6,"Now",1.198,252.564,255.539
"413","107",53,19.83,29.74,3,"Later",3.186,256.994,261.957
"414","107",54,19.79,26.71,3,"Now",1.66,263.312,266.737
"415","107",55,23.57,29.47,2,"Now",0.196,269.279,271.25
"416","107",56,16.07,20.08,6,"Now",0.318,273.925,276.013
"417","107",57,22.71,26.11,2,"Now",0.646,278.589,280.994
"418","107",58,21.5,26.87,1,"Now",0.026,283.553,285.339
"419","107",59,19.45,21.4,5,"Now",1.01,288.066,290.839
"420","107",60,29.62,31.1,3,"Now",0.526,292.428,294.717
"421","107",61,13.96,15.35,2,"Now",0.438,297.125,299.33
"422","107",62,19.25,22.13,3,"Now",0.06,303.343,305.163
"423","107",63,13.9,20.85,2,"Now",0.629,307.822,310.21
