"","ID","DD_Trial","DD_Today","DD_Later","DD_Time","DD_Choice","DD_rt","DD_TrialStart","DD_TrialEnd"
"2359","134",55,9.5,10.45,3,"Now",0.293,265.398,267.451
"2360","134",56,18.6,25.11,1,"Later",0.338,269.025,271.129
"2361","134",57,10.78,11.86,2,"Now",1.037,273.822,276.628
"2362","134",58,12.93,16.16,3,"Later",1.867,279.304,282.947
"2363","134",59,25.02,31.28,5,"Later",0.873,286.09,288.73
"2364","134",60,20.07,27.09,2,"Later",0.784,290.419,292.975
"2365","134",61,22.69,23.82,2,"Now",0.265,294.497,296.535
"2366","134",62,17.37,26.06,1,"Later",0.159,298.492,300.413
"2367","134",63,13.26,14.59,1,"Now",0.045,302.838,304.658
"2368","134",64,25.89,29.77,3,"Now",0.891,306.247,308.903
"2369","134",65,23.58,29.47,1,"Later",0.48,311.379,313.65
"2370","134",66,13.54,14.89,6,"Now",0.031,314.788,316.592
"2371","134",67,8.97,11.21,2,"Later",1.059,318.599,321.423
"2372","134",68,24.55,28.23,4,"Now",1.532,324.783,328.075
"2373","134",69,17.59,26.39,6,"Later",1.426,330.617,333.807
"2374","134",70,17.31,25.97,3,"Later",0.87,335.564,338.204
"2375","134",71,18.08,24.41,6,"Later",0.54,341.414,343.719
"2376","134",72,23.09,34.63,4,"Later",0.44,346.963,349.168
"2377","136",1,17.36,26.04,2,"Later",3.339,0.026,5.126
"2378","136",2,23.38,26.88,2,"Now",3.007,8.459,13.243
"2379","136",3,20.74,21.78,3,"Now",2.868,16.827,21.46
"2380","136",4,9.82,13.25,2,"Later",1.649,23.477,26.894
"2381","136",5,19.47,22.39,6,"Now",2.134,29.127,33.028
"2382","136",6,25.54,34.48,1,"Later",1.983,35.528,39.278
"2383","136",7,8.85,10.18,4,"Now",3.225,41.062,46.045
"2384","136",8,23.65,26.02,6,NA,NA,50.045,56.329
"2385","136",9,24.52,36.78,1,"Later",1.058,59.229,62.046
"2386","136",10,13.89,20.83,5,"Later",1.795,65.38,68.93
"2387","136",11,8.85,11.94,5,"Now",3.231,72.464,77.464
"2388","136",12,14.1,15.51,1,"Now",1.148,80.531,83.448
"2389","136",13,13.05,13.71,5,"Now",0.792,87.048,89.598
"2390","136",14,19.7,22.66,5,"Now",1.612,91.315,94.682
"2391","136",15,24.25,26.67,5,"Now",0.658,96.165,98.582
"2392","136",16,18.63,23.29,6,"Later",2.81,101.366,105.933
"2393","136",17,13.56,15.59,1,"Later",2.106,107.75,111.616
"2394","136",18,19.8,21.78,4,"Now",1.573,114.867,118.2
"2395","136",19,27.05,29.76,3,"Now",0.921,120.55,123.234
"2396","136",20,18.95,25.59,6,"Later",2.082,127.117,130.968
"2397","136",21,19.05,23.81,2,"Later",1.102,133.801,136.668
"2398","136",22,25.05,26.3,1,"Later",0.959,138.785,141.502
"2399","136",23,18.98,23.72,4,"Later",3.62,144.435,149.819
"2400","136",24,25.43,26.7,6,"Now",1.584,151.119,154.469
"2401","136",25,22.63,26.03,3,"Later",4.04,156.52,162.32
"2402","136",26,16.26,24.39,3,"Later",2.061,163.97,167.787
"2403","136",27,20.68,31.03,4,"Later",1.303,169.737,172.804
"2404","136",28,10.13,12.66,5,"Now",1.471,175.321,178.554
"2405","136",29,17.91,26.87,6,"Later",2.094,181.338,185.188
"2406","136",30,17.26,23.3,4,"Later",1.673,189.055,192.489
"2407","136",31,20.99,22.04,4,"Now",2.986,195.806,200.556
"2408","136",32,13.49,16.86,3,"Later",2.812,202.939,207.506
"2409","136",33,10.84,14.63,3,"Later",3.435,208.556,213.757
"2410","136",34,20.41,21.43,2,"Now",1.833,217.407,221.007
"2411","136",35,23.69,26.06,2,"Later",2.145,223.791,227.691
"2412","136",36,22.98,28.72,1,"Later",1.097,229.375,232.241
"2413","136",37,20.93,26.16,1,NA,NA,235.592,241.876
"2414","136",38,17.13,25.7,4,"Later",0.435,243.126,245.326
"2415","136",39,21.8,32.7,2,"Later",2.068,247.46,251.293
"2416","136",40,25.16,28.93,6,"Now",3.916,253.276,258.96
"2417","136",41,15.07,16.58,4,"Now",1.036,260.06,262.86
"2418","136",42,21.98,25.28,4,"Now",3.052,265.044,269.861
"2419","136",43,15.48,23.22,6,"Later",0.117,271.011,272.894
"2420","136",44,23.47,25.82,5,"Now",0.809,274.111,276.678
"2421","136",45,13.28,17.93,6,"Now",1.219,279.461,282.445
"2422","136",46,17.74,19.51,6,"Now",1.547,284.446,287.762
"2423","136",47,23.8,29.75,5,"Now",2.918,290.362,295.046
"2424","136",48,19.38,24.22,3,"Later",1.087,298.529,301.38
"2425","136",49,17.01,18.71,1,"Later",1.288,304.096,307.147
"2426","136",50,18.81,23.51,2,"Later",2.151,309.513,313.431
"2427","136",51,22.56,33.84,1,"Later",1.363,316.414,319.531
"2428","136",52,20.07,21.07,6,"Now",0.726,322.731,325.215
"2429","136",53,24.54,25.77,3,"Now",1.571,327.181,330.515
"2430","136",54,18.58,27.87,3,"Later",0.323,333.782,335.865
"2431","136",55,19.21,24.01,4,"Later",2.139,337.366,341.266
"2432","136",56,11.28,12.41,2,"Now",1.174,344.083,347.016
"2433","136",57,20.81,21.85,4,"Now",0.72,349.033,351.516
"2434","136",58,12.69,14.59,1,"Later",1.423,353.25,356.433
"2435","136",59,26.95,36.38,2,"Later",0.753,357.983,360.501
"2436","136",60,16.8,17.64,1,"Later",1.744,363.217,366.717
"2437","136",61,16.47,18.94,3,"Now",1.233,368.784,371.784
"2438","136",62,13.89,15.97,2,"Later",2.998,373.035,377.802
"2439","136",63,26.15,35.3,3,"Later",1.123,380.918,383.802
"2440","136",64,21.77,23.95,3,"Now",1.766,385.035,388.569
"2441","136",65,16.44,18.9,5,"Now",0.762,392.519,395.036
"2442","136",66,18.41,24.86,4,"Later",1.051,396.47,399.286
"2443","136",67,21.11,28.5,5,"Later",1.305,401.537,404.603
"2444","136",68,16.67,22.5,1,"Later",1.038,406.787,409.587
"2445","136",69,12.83,13.47,5,"Now",0.617,411.704,414.087
"2446","136",70,24.75,25.99,2,"Now",2.455,417.554,421.771
"2447","136",71,11.75,17.62,5,"Later",1.788,423.821,427.372
"2448","136",72,18.99,23.74,6,"Now",1.362,428.855,431.972
"2449","137",1,23.73,32.04,4,"Later",3.371,0.019,5.152
"2450","137",2,21.71,23.88,5,"Now",2.097,7.752,11.619
"2451","137",3,18.52,20.37,2,"Now",1.621,13.569,16.953
"2452","137",4,18.59,21.38,1,"Later",3.335,19.103,24.204
"2453","137",5,20.26,27.36,6,"Later",1.728,26.07,29.554
"2454","137",6,21.36,24.56,6,"Later",4.434,33.421,39.621
"2455","137",7,18.19,20.92,5,"Later",2.484,42.171,46.422
"2456","137",8,22.88,24.03,4,"Now",3.013,48.906,53.689
"2457","137",9,20.12,21.12,2,NA,NA,55.356,61.639
"2458","137",10,19.25,22.14,4,"Later",1.927,65.456,69.14
"2459","137",11,12.94,13.59,5,"Now",0.964,70.323,73.057
"2460","137",12,25.35,31.69,3,"Later",1.345,76.39,79.491
"2461","137",13,25.11,37.66,2,"Later",0.607,80.625,82.991
"2462","137",14,20.9,28.21,5,"Later",0.437,85.274,87.475
"2463","137",15,20.77,31.16,6,"Later",1.097,88.958,91.825
"2464","137",16,16,16.8,6,"Now",0.847,94.025,96.642
"2465","137",17,22.12,27.65,2,"Later",1.738,98.142,101.642
"2466","137",18,23.46,26.97,2,"Later",0.991,102.992,105.743
"2467","137",19,14.83,18.53,5,"Later",0.073,108.126,109.959
"2468","137",20,18.68,20.55,3,"Later",0.432,113.56,115.76
"2469","137",21,18.71,23.39,1,"Later",0.4,119.143,121.31
"2470","137",22,17.39,26.08,3,"Later",1.691,123.66,127.111
"2471","137",23,22.96,25.26,4,"Later",1.168,130.344,133.278
"2472","137",24,21.24,22.3,1,"Later",0.589,136.195,138.545
"2473","137",25,25.9,38.85,4,"Later",0.429,140.778,142.962
"2474","137",26,17.41,23.5,1,"Later",0.241,145.462,147.462
"2475","137",27,20.71,25.89,6,"Later",0.076,149.179,151.012
"2476","137",28,26.24,27.55,3,"Now",2.258,154.046,158.063
"2477","137",29,16.54,20.67,4,"Later",0.345,162.063,164.163
"2478","137",30,17.52,23.66,2,"Later",0.127,165.697,167.58
"2479","137",31,21.26,31.89,1,"Later",0.172,169.364,171.297
"2480","137",32,23.16,34.74,5,"Later",0.83,174.714,177.314
"2481","137",33,15.26,16.79,6,"Now",1.028,178.748,181.531
"2482","137",34,19.26,21.19,1,"Later",1.158,185.098,188.015
"2483","137",35,29.76,34.23,3,"Later",0.06,190.532,192.349
"2484","137",36,20.27,27.36,3,"Later",0.332,194.532,196.632
"2485","137",37,17.16,18.87,4,"Now",1.244,199.316,202.316
"2486","137",38,21.86,29.51,4,"Later",0.349,204.883,207
"2487","137",39,19.09,21.95,1,"Later",0.129,208.583,210.466
"2488","137",40,14.4,21.6,5,"Later",1.137,211.783,214.683
"2489","137",41,17.86,20.54,5,"Later",0.353,216.984,219.1
"2490","137",42,24.74,25.97,2,"Later",1.471,222.817,226.051
"2491","137",43,15.97,21.56,1,"Later",0.219,227.101,229.084
"2492","137",44,29.23,36.54,6,"Later",0.196,230.885,232.835
"2493","137",45,19.89,20.89,3,"Later",1.518,234.218,237.502
"2494","137",46,22.26,23.37,4,"Later",1.38,238.669,241.819
"2495","137",47,16.73,20.91,3,"Later",0.179,245.486,247.419
"2496","137",48,23.27,25.6,3,"Later",0.238,249.003,251.003
"2497","137",49,16.82,21.02,5,"Later",0.315,253.67,255.753
"2498","137",50,20.07,30.11,1,"Later",0.282,258.087,260.137
"2499","137",51,23.75,27.32,2,"Later",0.318,263.587,265.67
"2500","137",52,28.21,32.44,6,"Later",0.352,268.521,270.637
"2501","137",53,25.64,38.45,6,"Later",0.104,271.721,273.588
"2502","137",54,23.97,35.95,3,"Later",0.057,275.304,277.121
"2503","137",55,14.28,15.71,5,"Now",1.333,278.988,282.088
"2504","137",56,14.35,15.79,6,"Later",0.255,283.138,285.155
"2505","137",57,12.71,15.89,1,"Later",0.312,286.889,288.955
"2506","137",58,9.77,12.22,2,"Later",1.002,291.222,293.989
"2507","137",59,21.43,22.5,6,"Now",0.826,295.639,298.223
"2508","137",60,22.91,25.2,1,"Later",0.276,300.173,302.206
"2509","137",61,19.09,28.64,2,"Later",0.054,305.906,307.723
"2510","137",62,19.01,21.86,3,"Now",1.521,308.823,312.107
"2511","137",63,19.4,26.19,2,"Later",0.205,315.524,317.491
"2512","137",64,25.55,26.82,1,"Later",0.822,318.691,321.274
"2513","137",65,16.44,20.55,4,"Later",0.015,323.858,325.641
"2514","137",66,19.96,20.96,5,"Now",0.492,326.725,328.975
"2515","137",67,27.05,36.52,3,"Later",0.061,331.308,333.13
"2516","137",68,12.59,18.88,4,"Later",0.082,335.359,337.209
"2517","137",69,23.4,31.59,6,"Later",0.309,338.292,340.359
"2518","137",70,15.29,16.82,2,"Later",2.486,343.059,347.31
"2519","137",71,18.7,25.25,5,"Later",0.007,351.21,352.977
"2520","137",72,15.76,18.12,4,"Later",0.107,356.71,358.577
"2521","138",1,21.58,32.38,3,"Now",4.251,0.036,6.052
"2522","138",2,20.07,25.09,5,"Now",0.538,7.935,10.235
"2523","138",3,16.39,17.21,5,"Now",0.589,14.185,16.536
"2524","138",4,24.72,30.9,4,"Now",0.19,18.936,20.886
"2525","138",5,22.87,24.02,6,"Now",0.326,23.504,25.587
"2526","138",6,26.8,40.21,1,"Later",1.134,27.936,30.837
"2527","138",7,24.01,26.41,1,"Now",0.029,33.37,35.153
"2528","138",8,18.88,19.83,2,"Now",0.461,37.354,39.57
"2529","138",9,27.67,29.05,1,"Now",0.681,42.054,44.504
"2530","138",10,19.32,22.22,6,"Now",0.217,45.854,47.838
"2531","138",11,23,25.3,2,"Now",0.518,50.121,52.405
"2532","138",12,21.13,23.25,6,"Now",0.453,56.322,58.538
"2533","138",13,16.77,22.64,5,"Now",0.236,60.755,62.755
"2534","138",14,11.92,16.09,1,"Later",1.492,64.939,68.189
"2535","138",15,12.66,15.83,2,"Now",0.43,70.089,72.289
"2536","138",16,23.01,31.06,4,"Now",0.219,73.756,75.74
"2537","138",17,19.69,20.67,3,"Now",0.477,77.09,79.323
"2538","138",18,27.48,37.1,2,"Now",1.142,82.273,85.174
"2539","138",19,20.16,22.18,4,"Now",0.392,88.007,90.157
"2540","138",20,17.43,26.15,5,"Now",0.281,92.174,94.224
"2541","138",21,20.23,25.29,1,"Now",0.341,95.458,97.558
"2542","138",22,12.27,14.11,4,"Now",0.116,101.091,102.975
"2543","138",23,17.62,22.02,6,"Now",0.277,105.442,107.475
"2544","138",24,18.81,23.52,3,"Now",0.173,111.059,112.992
"2545","138",25,12.92,14.85,1,"Now",0.453,114.642,116.859
"2546","138",26,20.87,24,2,"Now",0.08,118.159,120.009
"2547","138",27,19.13,21.04,3,"Now",0.273,121.143,123.176
"2548","138",28,34.21,46.18,6,"Now",0.814,125.21,127.793
"2549","138",29,23.04,34.56,6,"Now",0.275,130.66,132.693
"2550","138",30,14.77,15.51,4,"Now",0.461,133.81,136.027
"2551","138",31,12.94,17.48,3,"Now",0.87,137.994,140.627
"2552","138",32,19.41,21.35,5,"Now",0.336,143.711,145.811
"2553","138",33,15.76,18.12,5,"Now",0.224,149.511,151.495
"2554","138",34,21.31,31.96,4,"Now",0.451,154.445,156.662
"2555","138",35,14.9,17.13,3,"Now",0.036,159.195,160.996
"2556","138",36,24.56,36.84,2,"Now",0.11,162.545,164.412
"2557","138",37,17.35,19.08,6,"Now",1.276,170.196,173.229
"2558","138",38,24.69,33.33,1,"Later",0.75,177.113,179.63
"2559","138",39,22.41,25.77,6,"Now",0.189,182.747,184.697
"2560","138",40,20.08,21.09,2,"Now",0.227,185.964,187.947
"2561","138",41,12.54,15.68,5,"Now",0.504,191.047,193.314
"2562","138",42,27.99,30.79,1,"Now",0.955,196.581,199.298
"2563","138",43,20,22,3,"Now",0.139,200.381,202.282
"2564","138",44,20.37,27.5,4,"Now",0.543,203.665,205.965
"2565","138",45,21.38,22.45,6,"Now",0.445,207.899,210.099
"2566","138",46,27.1,36.59,2,"Now",1.223,213.833,216.816
"2567","138",47,25.06,26.31,4,"Now",0.368,219,221.133
"2568","138",48,23.58,35.37,5,"Now",0.376,223,225.133
"2569","138",49,16.14,24.21,2,"Now",0.405,226.483,228.65
"2570","138",50,17.81,20.49,2,"Now",0.21,232.318,234.284
"2571","138",51,19.53,29.3,1,"Later",0.626,237.734,240.118
"2572","138",52,16.86,17.71,3,"Now",0.064,242.184,244.018
"2573","138",53,13.12,13.77,5,"Now",0.292,247.085,249.135
"2574","138",54,20.54,30.81,4,"Now",0.065,251.335,253.168
"2575","138",55,17.77,22.21,2,"Now",0.17,256.302,258.235
"2576","138",56,9.87,10.86,2,"Now",0.243,262.069,264.069
"2577","138",57,25.85,29.73,1,"Now",1.149,265.219,268.136
"2578","138",58,12.78,14.7,3,"Now",0.473,271.103,273.336
"2579","138",59,22.14,27.68,1,"Now",2.312,276.32,280.387
"2580","138",60,20.9,21.95,1,"Now",0.408,283.721,285.887
"2581","138",61,16.92,22.84,3,"Now",0.868,287.204,289.838
"2582","138",62,27.66,34.57,6,"Now",0.264,291.104,293.138
"2583","138",63,15.36,16.89,5,"Now",0.405,294.588,296.755
"2584","138",64,19.9,29.85,3,"Now",0.712,300.088,302.555
"2585","138",65,5.65,8.47,6,"Now",0.339,305.605,307.705
"2586","138",66,27.05,36.52,6,"Now",0.512,309.456,311.722
"2587","138",67,28.68,35.85,4,"Now",0.793,313.439,315.989
"2588","138",68,19.59,24.48,3,"Now",0.483,317.789,320.04
"2589","138",69,26.05,29.96,4,"Now",0.3,321.94,324.007
"2590","138",70,27.48,37.09,5,"Now",0.604,327.924,330.29
"2591","138",71,7.93,9.11,5,"Now",0.122,333.174,335.057
"2592","138",72,25.27,27.8,4,"Now",0.189,338.108,340.058
