"","ID","trial","environment","mem","C_QuestionNum","SizeZ","CurZ"
"260",104,77,1,NA,253,-0.0178232953139207,0.152783583453541
"261",104,78,1,NA,833,0.0285433702419971,0.495581605676439
"262",104,79,1,0,220,0.326032681946229,-0.808716030829537
"263",104,80,1,0,285,0.526968279581456,-0.636375615932148
"264",104,81,1,NA,979,-0.0662157941368967,-0.916196346420902
"265",104,82,1,1,335,0.19174832029001,-0.980392320814043
"266",104,83,1,NA,821,1.05143958855867,-0.610718907899977
"267",104,84,1,NA,944,1.24644825973013,-0.603904651440736
"268",104,85,1,NA,882,-0.586661812825665,-0.561758752242594
"269",104,86,1,NA,69,-0.835768673162291,-1.49471094606903
"270",104,87,1,NA,698,-0.152968126537397,-1.09128415242432
"271",104,88,1,1,440,-0.440679787253568,-1.233364311675
"272",104,89,1,1,72,-0.209341260671256,2.12466559851733
"273",104,90,1,NA,924,0.467627525668151,-0.651182195721019
"274",104,91,1,1,114,0.0996710580815065,0.593915785214034
"275",104,92,1,0,887,-0.354584099041474,0.151091193581577
"276",104,93,1,NA,992,0.131238237355451,-0.336445085415364
"277",104,94,1,1,1005,0.689338647510612,-0.283853003511945
"278",104,95,1,0,221,0.0379604136843868,-1.10267036727717
"279",104,96,1,1,493,0.698844952028285,-1.31172638219799
"280",104,97,1,1,799,-0.282187821980514,-0.0592423281368485
"281",104,98,1,1,807,-0.452109667943596,-0.83623293972067
"282",104,99,1,1,901,0.179483848546082,-0.439794641713912
"283",104,100,1,1,17,0.589196647150261,1.30245766103814
"284",104,101,1,1,453,-0.563949534473017,-0.77573748515471
"285",104,102,1,NA,203,-0.69333326084299,1.11442368569896
"286",104,103,0,NA,422,0.0196485040900148,-1.50450836335624
"287",104,104,0,1,88,-0.814085643486258,0.0171391108588197
"288",104,105,0,0,473,-0.645868684061087,-1.32827693838311
"289",104,106,0,1,47,-0.984159233277322,-0.0262374172023122
"290",104,107,0,NA,906,-0.82301175101459,-0.73976042706826
"291",104,108,0,NA,733,-0.22940774816549,0.152783583453541
"292",104,109,0,NA,13,0.259457308946168,-0.0504355990286966
"293",104,110,0,1,739,-0.916642155933023,1.83002253655907
"294",104,111,0,NA,734,-0.84671056650231,0.469392364045395
"295",104,112,0,1,904,-1.16154330513409,0.100803037386218
"296",104,113,0,1,831,-1.027615987779,1.19044523432242
"297",104,114,0,NA,932,-0.863741579666366,-1.1008515862657
"298",104,115,0,1,60,-0.190632737062418,0.489357619239437
"299",104,116,0,1,604,-0.936810695893288,-0.163060115507886
"300",104,117,0,NA,925,-0.667916169656066,-0.503990616107053
"301",104,118,0,1,900,-0.549131993722795,-0.25637757201922
"302",104,119,0,1,317,-0.0494893944441674,1.58744665491158
"303",104,120,0,NA,664,0.757752798661509,1.39223082634765
"304",104,121,0,NA,613,0.405961511808673,0.164240520137758
"305",104,122,0,1,288,-1.49915984388151,1.15774080742173
"306",104,123,0,1,724,-0.841127286243338,-0.0450160734236915
"307",104,125,0,1,406,-0.183000915125695,-0.360682786235849
"308",104,126,0,1,850,-0.98344960772882,0.63753930449278
"309",104,127,0,1,801,-0.280518639872716,-0.331675105893887
"310",104,128,0,1,137,0.59262427244114,-0.702370657276827
"311",104,129,0,NA,602,-0.0518005236205145,0.00150958612293127
"312",104,130,0,NA,863,-0.476982266571292,-0.431347802977973
"313",104,131,0,NA,4,-0.599930471666529,-0.621179389306719
"314",104,132,0,0,966,-1.25230396648216,0.797342354688316
"315",104,133,0,1,888,-0.787798256815322,1.99965238522543
"316",104,134,0,1,791,-1.69041517618773,0.946272663420728
"317",104,135,0,1,376,-0.747213398756862,1.44900090782496
"318",104,136,0,NA,364,-0.559151549423347,-0.220981295411481
"319",104,137,0,NA,595,-0.307555528019756,1.07500510493124
"320",104,138,0,1,642,-0.646989277259709,1.25611259352763
"321",104,139,0,1,719,-0.275104955656783,-0.216504295998638
"322",104,140,0,1,836,-1.11688250581081,2.61458224520182
"323",106,1,1,0,292,2.0394774145599,0.911699556036414
"324",106,3,1,NA,903,2.1142761075972,0.529755543628717
"325",106,4,1,NA,560,2.80892839916805,-0.908312630267363
"326",106,5,1,1,270,1.82894422013841,0.150749562085686
"327",106,6,1,1,298,1.80176172596844,-1.0306804770094
"328",106,7,1,0,957,1.2533254006254,-0.307941549250461
"329",106,8,1,NA,670,2.55084457357708,-1.0628005036037
"330",106,9,1,0,595,2.25500780423972,1.07500510493124
"331",106,10,1,0,852,1.92530531895767,-1.01012519316455
"332",106,11,1,1,221,1.22591341951293,-1.10267036727717
"333",106,12,1,1,115,2.27146529640258,0.538873570450113
"334",106,13,1,NA,79,1.40180813583638,-1.24722579062629
"335",106,14,1,1,596,1.67191895057767,-1.23098186998025
"336",106,15,1,1,581,1.29933050748818,-0.635010470277842
"337",106,16,1,1,829,0.515702474873684,0.758767317869933
"338",106,17,1,NA,4,1.81654724183587,-0.621179389306719
"339",106,18,1,0,286,0.563539168917156,-1.14707660520324
"340",106,19,1,1,521,0.243180080580151,0.603206315245575
"341",106,20,1,NA,158,0.559155499974516,-0.457577460105361
"342",106,21,1,1,858,0.286431344132806,0.0107034242028586
"343",106,22,1,1,219,-0.0126557096556174,0.183547580105628
"344",106,23,1,NA,200,1.4221081548143,-0.977320743091879
"345",106,24,1,0,332,-0.369240951060277,0.206572148514508
"346",106,25,1,NA,20,0.576025131952497,-0.588129370735296
"347",106,26,1,1,231,-0.0663181869470433,-0.869269464554574
"348",106,27,1,NA,576,0.579055296275028,-0.744666588648292
"349",106,28,1,1,888,0.189826708150065,1.99965238522543
"350",106,29,1,1,460,0.726793332269833,0.159714322929176
"351",106,30,0,NA,992,0.625406975255063,-0.336445085415364
"352",106,31,0,1,137,-0.250647719259484,-0.702370657276827
"353",106,32,0,NA,914,0.134628073365919,-0.832371527727101
"354",106,33,0,NA,906,-0.0553074971135521,-0.73976042706826
"355",106,35,0,NA,824,-0.0358338908491299,-0.157640589902881
"356",106,36,0,NA,719,-0.347903348813834,-0.216504295998638
"357",106,37,0,1,831,-0.082082534875385,1.19044523432242
"358",106,38,0,NA,364,-0.422711408665113,-0.220981295411481
"359",106,39,0,1,697,-0.0461514364481011,0.186507547487456
"360",106,40,0,1,288,-0.0951632905984565,1.15774080742173
"361",106,41,0,NA,52,-0.426074094883933,-0.871613519531697
"362",106,42,0,1,658,-0.547079281284576,-0.0500614311998593
"363",106,43,0,NA,511,-1.00504155039479,-1.1063270074226
"364",106,44,0,1,973,-0.428607818065523,-0.776096686270395
"365",106,45,0,1,698,-0.0294035730518592,-1.09128415242432
"366",106,46,0,1,237,-0.000656820947236066,1.28239510741935
"367",106,48,0,NA,24,-0.189889880378207,-0.901817076758793
"368",106,49,0,NA,894,0.339695731830081,1.12720809027228
"369",106,50,0,1,791,-0.596315938970452,0.946272663420728
"370",106,51,0,NA,336,-0.750268893545749,0.864554409603266
"371",106,52,0,0,613,-0.180213961536866,0.164240520137758
"372",106,53,0,1,985,-0.809345389317615,-0.879896598417229
"373",106,54,0,NA,250,1.07776320619824,-0.436329271976094
"374",106,56,0,0,853,-0.661686933736879,-0.14799475810873
"375",106,57,0,0,342,-0.870313981513442,-1.46693023200416
"376",106,58,0,0,253,-0.730256695477476,0.152783583453541
"377",106,59,0,NA,896,0.121130494420737,-0.84800105246299
"378",106,60,0,1,887,0.0595483759092206,0.151091193581577
"379",106,61,0,1,591,-0.503776500255031,-0.291773848626971
"380",106,62,0,1,190,-0.385717176851098,1.22600053225742
"381",106,63,0,1,942,0.178535013897174,-0.99296435986289
"382",106,64,0,NA,816,0.165126419684802,-1.10565275865432
"383",106,65,0,1,547,-0.298469988034379,-0.150945881802566
"384",106,67,0,NA,811,-0.324505047491792,-0.939533193905305
"385",106,68,0,NA,966,0.0518254377827097,0.797342354688316
"386",106,69,0,NA,748,-0.517442681851853,-1.01643216608739
"387",106,70,0,1,130,-0.303617052316389,0.901303446822947
"388",106,71,0,1,480,0.202649876488686,0.154862805296231
"389",106,72,0,0,944,0.373107157296745,-0.603904651440736
"390",106,73,1,0,225,0.0801319496302728,-0.75277224540346
"391",106,74,1,0,440,0.202036350172996,-1.233364311675
"392",106,75,1,NA,88,-0.373184379745857,0.0171391108588197
"393",106,76,1,0,431,-0.321011225877251,-1.38584058013914
"394",106,77,1,1,429,0.285433778443935,1.40285232546275
"395",106,78,1,NA,335,-0.154502057161763,-0.980392320814043
"396",106,79,1,NA,164,-0.152867548122253,0.0107034242028586
"397",106,80,1,1,492,-0.717920601465815,1.67887126240645
"398",106,81,1,1,422,0.283883570730245,-1.50450836335624
"399",106,82,1,NA,47,-0.237857334769792,-0.0262374172023122
"400",106,83,1,NA,571,-0.793473323028503,-0.0447424916022819
"401",106,84,1,1,753,-1.21252584686579,0.995711357518188
"402",106,85,1,0,465,1.07045709129384,1.76345520159535
"403",106,86,1,1,819,0.430085486737091,1.89434846231738
"404",106,88,1,NA,526,-0.389178214616709,0.386118479133508
"405",106,89,1,1,734,-0.657691987574408,0.469392364045395
"406",106,90,1,1,110,0.749718646990646,0.49246053959142
"407",106,92,1,NA,187,0.889719732142732,0.634643245497597
"408",106,93,1,1,85,-0.157012363308403,0.36788403360831
"409",106,95,1,NA,871,0.32518185356807,1.22900688942127
"410",106,99,1,NA,473,0.933603958853299,-1.32827693838311
"411",106,102,1,NA,432,0.0880375406293937,-1.20320622909179
"412",106,103,1,NA,948,-0.864431622334001,-1.36027177099251
"413",106,104,1,NA,39,-0.697107540802253,-0.30464522193888
"414",106,106,1,0,954,-0.884687357565753,1.74102554101956
"415",106,107,1,NA,778,0.348313200691682,0.80282919010652
"416",106,108,1,0,496,-0.337319866333067,0.194368020307396
"417",106,109,1,1,895,-0.838443396946488,0.478607097211872
"418",106,110,1,1,744,-0.541560604144125,1.34271662450814
"419",106,111,1,NA,34,0.151432137646041,0.716164225298068
"420",106,114,0,NA,284,0.682652258893839,-0.015039322420958
"421",106,115,0,NA,414,1.08110247538211,-0.63338705382409
"422",106,116,0,NA,641,-0.227464854658981,-1.4675588339566
"423",106,117,0,NA,499,-0.155354437233943,-0.951724262073886
"424",106,118,0,NA,807,0.0555581131537401,-0.83623293972067
"425",106,119,0,NA,60,-1.30978615982713,0.489357619239437
"426",106,120,0,NA,787,-1.3190265218184,0.474072863431552
"427",106,121,0,NA,377,-0.409433949848461,-0.292358911050239
"428",106,122,0,NA,784,-0.792513224595553,-0.258308278016017
"429",106,123,0,NA,114,-1.03745072676559,0.593915785214034
"430",106,124,0,1,967,-0.891333112084564,1.29635559693458
"431",106,125,0,1,739,-1.56594042173822,1.83002253655907
"432",106,126,0,NA,745,-0.531080763006734,1.09833446905908
"433",106,127,0,NA,822,-1.33975996456313,-1.51217590732014
"434",106,128,0,NA,631,-1.35644694366851,-0.789954502040134
"435",106,129,0,NA,411,-1.07351764399558,0.708975426373865
"436",106,130,0,NA,80,-1.04811484448182,-0.947355795980152
"437",106,131,0,NA,1005,-0.822145140621287,-0.283853003511945
"438",106,132,0,NA,635,0.0313964164923275,0.494238014953533
"439",106,133,0,NA,932,-1.25400209916923,-1.1008515862657
"440",106,134,0,NA,542,0.78540620825445,2.23682313529405
"441",106,137,0,1,117,0.200027168574286,1.30486150447287
"442",106,139,0,1,877,-0.596479858215102,1.58744665491158
"443",106,140,0,NA,987,-0.938949310951899,-0.0367174248410052
"444",106,141,0,NA,352,-2.16762708455756,-1.49846509661833
"445",106,142,0,NA,461,0.366063313183784,0.747169827614638
"446",106,144,0,NA,620,-1.33071162225845,0.647407357365245
"447",106,151,0,NA,604,0.0793732376978927,-0.163060115507886
"448",106,153,0,0,633,-0.750193959033909,0.100803037386218
"449",106,154,0,NA,857,-0.00757801042848575,1.50973573854093
"450",106,155,0,NA,275,-1.25602533098891,0.145852843977891
"451",106,156,0,NA,941,-1.00848853793943,-0.586957343246727
"452",106,157,0,0,331,-0.590471047046931,-1.23497611155306
